driver_info,laps,time,gap,int.,kph,best,lap,race_id,season,session_type,lap_set_on,status,car_number,driver_name,driver_code,team_name,time_s,best_lap_s,gap_s,laps_clean,position,winner_time_s,best_race_lap_s,race_max_laps,rel_laps,time_from_winner_s,best_lap_from_best_s,avg_lap_time_s,finished,is_dnf,is_dns,is_dsq,position_clean,team_avg_pos_season,team_speed,driver_speed,driver_top10_rate,race_avg_lap_time_s,driver_vs_team,lap_vs_race_avg,session_round
2031A. EstnerESTCampos Racing,17,38:43.880,51.647,0.237,184.26,2:10.219,9,1015,2020,ROUND7Summary,,,2031,A  Estner,EST,Campos Racing,2323.88,130.219,51.647,17.0,20.0,382.594,126.865,17.0,1.0,1941.286,3.353999999999999,136.69882352941178,1,0,0,0,20.0,17.47826086956522,115.16850141541465,136.69882352941178,0.0,138.1266901775104,21.53032211399713,-1.4278666480986146,7
2129A. PeroniPERCampos Racing,17,38:44.125,51.892,0.245,184.24,2:08.426,2,1015,2020,ROUND7Summary,,,2129,A  Peroni,PER,Campos Racing,2324.125,128.426,51.892,17.0,21.0,382.594,126.865,17.0,1.0,1941.531,1.5609999999999928,136.71323529411765,1,0,0,0,21.0,17.47826086956522,115.16850141541465,110.69174460218431,0.4444444444444444,138.1266901775104,21.544733878703,-1.4134548833927454,7
2228C. DasDASCarlin Buzz Racing,17,38:48.749,56.516,4.624,183.874,2:10.202,9,1015,2020,ROUND7Summary,,,2228,C  Das,DAS,Carlin Buzz Racing,2328.749,130.202,56.516,17.0,22.0,382.594,126.865,17.0,1.0,1946.1549999999997,3.3370000000000033,136.98523529411764,1,0,0,0,22.0,16.272727272727273,112.38700142622928,111.94835664934766,0.0,138.1266901775104,24.598233867888368,-1.141454883392754,7
2330A. DeleddaDELCampos Racing,17,38:49.717,57.484,0.968,183.798,2:10.875,7,1015,2020,ROUND7Summary,,,2330,A  Deledda,DEL,Campos Racing,2329.717,130.875,57.484,17.0,23.0,382.594,126.865,17.0,1.0,1947.123,4.010000000000005,137.04217647058823,1,0,0,0,23.0,17.47826086956522,115.16850141541465,124.20064085603937,0.0,138.1266901775104,21.873675055173578,-1.0845137069221664,7
2421F. MalvestitiMALJenzer Motorsport,17,38:53.643,61.41,3.926,184.278,2:09.698,8,1015,2020,ROUND7Summary,,,2421,F  Malvestiti,MAL,Jenzer Motorsport,2333.643,129.698,61.41,17.0,24.0,382.594,126.865,17.0,1.0,1951.049,2.8330000000000126,137.27311764705883,1,0,0,0,24.0,19.125,121.49808431027176,112.14359194458218,0.0,138.1266901775104,15.775033336787061,-0.8535725304515722,7
2520C. WilliamsWILJenzer Motorsport,17,39:08.588,76.355,18.871,182.321,2:07.837,6,1015,2020,ROUND7Summary,,,2520,C  Williams,WIL,Jenzer Motorsport,2348.588,127.837,76.355,17.0,25.0,382.594,126.865,17.0,1.0,1965.9940000000001,0.9720000000000084,138.15223529411765,1,0,0,0,25.0,19.125,121.49808431027176,111.01641087821491,0.0,138.1266901775104,16.65415098384588,0.025545116607247564,7
2622M. NanniniNANJenzer Motorsport,17,39:16.658,84.425,8.070,181.697,2:09.045,6,1015,2020,ROUND7Summary,,,2622,M  Nannini,NAN,Jenzer Motorsport,2356.658,129.045,84.425,17.0,26.0,382.594,126.865,17.0,1.0,1974.0639999999999,2.1799999999999926,138.62694117647058,1,0,0,0,26.0,19.125,121.49808431027176,140.16961972667855,0.1111111111111111,138.1266901775104,17.128856866198817,0.5002509989601833,7
2724I. FragaFRACharouz Racing System,16,38:18.155,1 LAP,1 LAP,175.351,2:09.764,6,1015,2020,ROUND7Summary,,,2724,I  Fraga,FRA,Charouz Racing System,2298.155,129.764,,16.0,27.0,382.594,126.865,17.0,0.9411764705882353,1915.5610000000001,2.899000000000015,143.6346875,1,0,0,0,27.0,17.954545454545453,114.37174159994417,115.67127107007576,0.125,138.1266901775104,29.26294590005584,5.507997322489615,7
DNF25M. BelovBELCharouz Racing System,11,26:35.740,DNF,-,174.077,2:10.692,9,1015,2020,ROUND7Summary,,DNF,25,M  Belov,BEL,Charouz Racing System,1595.74,130.692,,11.0,,382.594,126.865,17.0,0.6470588235294118,1213.146,3.8270000000000124,145.06727272727272,0,1,0,0,,17.954545454545453,114.37174159994417,118.45933405483406,0.0,138.1266901775104,30.69553112732855,6.9405825497623255,7
DNF4P. ChovetCHOHitech Grand Prix,3,6:41.689,DNF,-,187.201,2:10.114,3,1015,2020,ROUND7Summary,,DNF,4,P  Chovet,CHO,Hitech Grand Prix,401.689,130.114,,3.0,,382.594,126.865,17.0,0.17647058823529413,19.095000000000027,3.2490000000000094,133.89633333333333,0,1,0,0,,10.863636363636363,112.2384644768338,118.78209848484849,0.5,138.1266901775104,21.657868856499533,-4.2303568441770665,7
DNF16J. DoohanDOOHWA RACELAB,2,6:22.594,DNF,-,130.64,-,-,1015,2020,ROUND7Summary,,DNF,16,J  Doohan,DOO,HWA RACELAB,382.594,,,2.0,,382.594,126.865,17.0,0.11764705882352941,0.0,,191.297,0,1,0,0,,14.32,115.80277714516784,124.54183908128908,0.0,138.1266901775104,75.49422285483216,53.1703098224896,7
115J. HughesHUGHWA RACELAB,22,37:52.033,-,-,201.446,1:40.656,14,1016,2020,ROUND8Summary,,,115,J  Hughes,HUG,HWA RACELAB,2272.033,100.656,,22.0,1.0,742.934,100.081,22.0,1.0,1529.099,0.5750000000000028,103.27422727272727,1,0,0,0,1.0,14.32,115.80277714516784,111.00523276108423,0.5555555555555556,105.03170910937217,-12.528549872440564,-1.7574818366448994,8
75L. LawsonLAWHitech Grand Prix,22,37:53.874,1.841,1.841,201.283,1:40.735,4,1016,2020,ROUND8Summary,,,75,L  Lawson,LAW,Hitech Grand Prix,2273.874,100.735,1.841,22.0,2.0,742.934,100.081,22.0,1.0,1530.9399999999998,0.6539999999999964,103.35790909090908,1,0,0,0,2.0,10.863636363636363,112.2384644768338,110.20347379537674,0.7777777777777778,105.03170910937217,-8.880555385924723,-1.6738000184630977,8
37T. PourchairePOUART Grand Prix,22,37:56.285,4.252,2.411,201.070,1:40.373,18,1016,2020,ROUND8Summary,,,37,T  Pourchaire,POU,ART Grand Prix,2276.285,100.373,4.252,22.0,3.0,742.934,100.081,22.0,1.0,1533.3509999999999,0.2920000000000016,103.46749999999999,1,0,0,0,3.0,9.333333333333334,111.36905099383188,111.29068931613048,0.8888888888888888,105.03170910937217,-7.90155099383189,-1.564209109372186,8
38A. SmolyarSMOART Grand Prix,22,37:56.694,4.661,0.409,201.034,1:40.208,17,1016,2020,ROUND8Summary,,,38,A  Smolyar,SMO,ART Grand Prix,2276.694,100.208,4.661,22.0,4.0,742.934,100.081,22.0,1.0,1533.76,0.12699999999999534,103.4860909090909,1,0,0,0,4.0,9.333333333333334,111.36905099383188,111.29311319992644,0.6666666666666666,105.03170910937217,-7.882960084740972,-1.5456182002812682,8
